"block_id","program","k","N","q","prev","draws","seed","wall_secs","file","md5","demo","package_version","r_version"
67,"prev_strata",3,20,0.97,0.05,50000,20300067,2807.038,"block_0067.rds","c1929051505eb95f0c8a9cda30fae4ac",FALSE,"0.7.2","R version 4.5.2 (2025-10-31)"
69,"prev_strata",3,20,0.97,0.5,50000,20300069,3429.601,"block_0069.rds","5bd06bd94dbf66dd01c726c0c4a332e3",FALSE,"0.7.2","R version 4.5.2 (2025-10-31)"
68,"prev_strata",3,20,0.97,0.2,50000,20300068,3465.847,"block_0068.rds","4f23012632bdc84b3712fbe4366f5955",FALSE,"0.7.2","R version 4.5.2 (2025-10-31)"
72,"prev_strata",3,30,0.65,0.05,50000,20300072,2110.158,"block_0072.rds","71141bb0bfb10d6113eddc4becd053e0",FALSE,"0.7.2","R version 4.5.2 (2025-10-31)"
71,"prev_strata",3,20,0.97,0.95,50000,20300071,2819.123,"block_0071.rds","ad5bca49c573cd678c4a8557b0db1050",FALSE,"0.7.2","R version 4.5.2 (2025-10-31)"
70,"prev_strata",3,20,0.97,0.8,50000,20300070,3485.722,"block_0070.rds","bc4fa383f4de4159275eed8316516379",FALSE,"0.7.2","R version 4.5.2 (2025-10-31)"
73,"prev_strata",3,30,0.65,0.2,50000,20300073,2157.075,"block_0073.rds","ed1eaafe5c6919d51759dc43ed69bca0",FALSE,"0.7.2","R version 4.5.2 (2025-10-31)"
75,"prev_strata",3,30,0.65,0.8,50000,20300075,2158.503,"block_0075.rds","70167464c2484541c2d518e5dda674ff",FALSE,"0.7.2","R version 4.5.2 (2025-10-31)"
74,"prev_strata",3,30,0.65,0.5,50000,20300074,2176.906,"block_0074.rds","4f674a41408c4272d0babb87f8bb9032",FALSE,"0.7.2","R version 4.5.2 (2025-10-31)"
