"block_id","program","k","N","q","prev","draws","seed","wall_secs","file","md5","demo","package_version","r_version"
1807,"prev_strata",25,100,0.85,0.05,50000,20301807,1119.33,"block_1807.rds","532a3910713e81b94b5bf1f27dd70705",FALSE,"0.7.2","R version 4.5.2 (2025-10-31)"
1808,"prev_strata",25,100,0.85,0.2,50000,20301808,1120.254,"block_1808.rds","09c6a630a0cf2471e9d703b646cc1fdb",FALSE,"0.7.2","R version 4.5.2 (2025-10-31)"
1809,"prev_strata",25,100,0.85,0.5,50000,20301809,1118.252,"block_1809.rds","e99bdcf137e234876324fc6217c85490",FALSE,"0.7.2","R version 4.5.2 (2025-10-31)"
1810,"prev_strata",25,100,0.85,0.8,50000,20301810,1115.888,"block_1810.rds","72cffab908751a95dc2a3a55634b3b08",FALSE,"0.7.2","R version 4.5.2 (2025-10-31)"
1811,"prev_strata",25,100,0.85,0.95,50000,20301811,1115.129,"block_1811.rds","90ad89a5687b50c1605b42401f2ef1df",FALSE,"0.7.2","R version 4.5.2 (2025-10-31)"
1812,"prev_strata",25,100,0.92,0.05,50000,20301812,1117.185,"block_1812.rds","3fd50dd5fb9b4a97ef888869454665fd",FALSE,"0.7.2","R version 4.5.2 (2025-10-31)"
1813,"prev_strata",25,100,0.92,0.2,50000,20301813,1119.299,"block_1813.rds","f989a0288c99e67d54892e6234f276e3",FALSE,"0.7.2","R version 4.5.2 (2025-10-31)"
1814,"prev_strata",25,100,0.92,0.5,50000,20301814,1127.962,"block_1814.rds","2fef5a5d6e4337f5f22151609f0434ce",FALSE,"0.7.2","R version 4.5.2 (2025-10-31)"
1815,"prev_strata",25,100,0.92,0.8,50000,20301815,1128.22,"block_1815.rds","c5deecd42e6e6f956a8f158206756aa3",FALSE,"0.7.2","R version 4.5.2 (2025-10-31)"
1816,"prev_strata",25,100,0.92,0.95,50000,20301816,1127.071,"block_1816.rds","b16bf283989dbee5fe4ec1f38c57cf13",FALSE,"0.7.2","R version 4.5.2 (2025-10-31)"
1817,"prev_strata",25,100,0.97,0.05,50000,20301817,1123.247,"block_1817.rds","54ae6c44cc89aabda7acf6b36268f795",FALSE,"0.7.2","R version 4.5.2 (2025-10-31)"
1818,"prev_strata",25,100,0.97,0.2,50000,20301818,1123.025,"block_1818.rds","9fa4640a9c91de16501c685bceab2537",FALSE,"0.7.2","R version 4.5.2 (2025-10-31)"
1819,"prev_strata",25,100,0.97,0.5,50000,20301819,1123.872,"block_1819.rds","bd3f012ec9442bedb3e637bdb286786f",FALSE,"0.7.2","R version 4.5.2 (2025-10-31)"
1820,"prev_strata",25,100,0.97,0.8,50000,20301820,1126.588,"block_1820.rds","156135d596d91e6d063be43e8b7ab96b",FALSE,"0.7.2","R version 4.5.2 (2025-10-31)"
1821,"prev_strata",25,100,0.97,0.95,50000,20301821,1120.144,"block_1821.rds","2342045a45b2c39ff2a5725d04c29a2b",FALSE,"0.7.2","R version 4.5.2 (2025-10-31)"
1822,"prev_strata",25,150,0.65,0.05,50000,20301822,1153.086,"block_1822.rds","04efe9a7b27dd175d628b31b4e96aeed",FALSE,"0.7.2","R version 4.5.2 (2025-10-31)"
1823,"prev_strata",25,150,0.65,0.2,50000,20301823,1192.1,"block_1823.rds","770c601e3c10ccfdebd94527becb9dc3",FALSE,"0.7.2","R version 4.5.2 (2025-10-31)"
1824,"prev_strata",25,150,0.65,0.5,50000,20301824,1194.343,"block_1824.rds","e7ce98ba3398e31395efbe5a343ffb35",FALSE,"0.7.2","R version 4.5.2 (2025-10-31)"
1825,"prev_strata",25,150,0.65,0.8,50000,20301825,1190.091,"block_1825.rds","ebc32283bd2b638365401b46e6c2fcba",FALSE,"0.7.2","R version 4.5.2 (2025-10-31)"
1826,"prev_strata",25,150,0.65,0.95,50000,20301826,1186.417,"block_1826.rds","5c7352fd6532c28e7ea01165ef576982",FALSE,"0.7.2","R version 4.5.2 (2025-10-31)"
1827,"prev_strata",25,150,0.75,0.05,50000,20301827,1184.771,"block_1827.rds","5fdefdd83d5c030c0c21522b7c52a6e0",FALSE,"0.7.2","R version 4.5.2 (2025-10-31)"
1828,"prev_strata",25,150,0.75,0.2,50000,20301828,1185.342,"block_1828.rds","33396087858a1bb03b10ff820d706cd8",FALSE,"0.7.2","R version 4.5.2 (2025-10-31)"
1829,"prev_strata",25,150,0.75,0.5,50000,20301829,1189.774,"block_1829.rds","98f825991f0b6a072255b8eb7a9cbff9",FALSE,"0.7.2","R version 4.5.2 (2025-10-31)"
1830,"prev_strata",25,150,0.75,0.8,50000,20301830,1195.089,"block_1830.rds","5c1b078daa9bcdeee863edc559afb2de",FALSE,"0.7.2","R version 4.5.2 (2025-10-31)"
1831,"prev_strata",25,150,0.75,0.95,50000,20301831,1221.227,"block_1831.rds","acd9aa45367d3bb89e6ace6cb913e51d",FALSE,"0.7.2","R version 4.5.2 (2025-10-31)"
1832,"prev_strata",25,150,0.85,0.05,50000,20301832,1224.397,"block_1832.rds","fb6776c2b009e7136f2bb9cdbec4581c",FALSE,"0.7.2","R version 4.5.2 (2025-10-31)"
1833,"prev_strata",25,150,0.85,0.2,50000,20301833,1220.01,"block_1833.rds","d1092bbeb5c261576d7c0cc8f71fb4ad",FALSE,"0.7.2","R version 4.5.2 (2025-10-31)"
1834,"prev_strata",25,150,0.85,0.5,50000,20301834,1217.187,"block_1834.rds","dae108216e52dc506cb2e357e917bce1",FALSE,"0.7.2","R version 4.5.2 (2025-10-31)"
1835,"prev_strata",25,150,0.85,0.8,50000,20301835,1212.669,"block_1835.rds","8a2b36c73a2b31bb80a593b0db541f7d",FALSE,"0.7.2","R version 4.5.2 (2025-10-31)"
1836,"prev_strata",25,150,0.85,0.95,50000,20301836,1214.348,"block_1836.rds","aea753ae2c7c43391e1c7a6d86b55c9b",FALSE,"0.7.2","R version 4.5.2 (2025-10-31)"
1837,"prev_strata",25,150,0.92,0.05,50000,20301837,1218.167,"block_1837.rds","4980a67baff7696218c8e321999e174a",FALSE,"0.7.2","R version 4.5.2 (2025-10-31)"
1838,"prev_strata",25,150,0.92,0.2,50000,20301838,1231.906,"block_1838.rds","1ffe47b3fe3cf8bcb6acfb0d24899949",FALSE,"0.7.2","R version 4.5.2 (2025-10-31)"
1839,"prev_strata",25,150,0.92,0.5,50000,20301839,1465.774,"block_1839.rds","3ec7caa657dd31e1d1299c994f1e236a",FALSE,"0.7.2","R version 4.5.2 (2025-10-31)"
1840,"prev_strata",25,150,0.92,0.8,50000,20301840,1464.874,"block_1840.rds","ccd0ed081f958d46202c1b2124d0087d",FALSE,"0.7.2","R version 4.5.2 (2025-10-31)"
1841,"prev_strata",25,150,0.92,0.95,50000,20301841,1466.512,"block_1841.rds","56351c8b36899c9020ed7e803883ccf3",FALSE,"0.7.2","R version 4.5.2 (2025-10-31)"
1842,"prev_strata",25,150,0.97,0.05,50000,20301842,1465.74,"block_1842.rds","e021d8e78071ecd2805854fff517c7a7",FALSE,"0.7.2","R version 4.5.2 (2025-10-31)"
1843,"prev_strata",25,150,0.97,0.2,50000,20301843,1463.656,"block_1843.rds","e29de9493d916e62a25b23292e631fef",FALSE,"0.7.2","R version 4.5.2 (2025-10-31)"
1844,"prev_strata",25,150,0.97,0.5,50000,20301844,1465.932,"block_1844.rds","44116b9f6d12d5a97be363b138272dde",FALSE,"0.7.2","R version 4.5.2 (2025-10-31)"
1845,"prev_strata",25,150,0.97,0.8,50000,20301845,1465.382,"block_1845.rds","0a4a084c5a60da2bcba06ec3ddefd5fb",FALSE,"0.7.2","R version 4.5.2 (2025-10-31)"
1846,"prev_strata",25,150,0.97,0.95,50000,20301846,1448.993,"block_1846.rds","c32fde3cf21186278fc8bad1ee70a005",FALSE,"0.7.2","R version 4.5.2 (2025-10-31)"
