"block_id","program","k","N","q","prev","draws","seed","wall_secs","file","md5","demo","package_version","r_version"
767,"prev_strata",6,200,0.97,0.05,50000,20300767,696.144,"block_0767.rds","def4f3d33c9232b725f00ed6f3a89b11",FALSE,"0.7.4","R version 4.3.1 (2023-06-16)"
768,"prev_strata",6,200,0.97,0.2,50000,20300768,700.754,"block_0768.rds","ebb792845e62252288fb12ddfef4ebc8",FALSE,"0.7.4","R version 4.3.1 (2023-06-16)"
769,"prev_strata",6,200,0.97,0.5,50000,20300769,693.185,"block_0769.rds","e804d97db14b4ad3a5ebbf0f4dcc31aa",FALSE,"0.7.4","R version 4.3.1 (2023-06-16)"
770,"prev_strata",6,200,0.97,0.8,50000,20300770,692.851,"block_0770.rds","2e2feebdee8d78f0c30eb7558dcdb344",FALSE,"0.7.4","R version 4.3.1 (2023-06-16)"
771,"prev_strata",6,200,0.97,0.95,50000,20300771,696.875,"block_0771.rds","8ecd260bed8347edf696d2673a143bdc",FALSE,"0.7.4","R version 4.3.1 (2023-06-16)"
772,"prev_strata",6,300,0.65,0.05,50000,20300772,704.325,"block_0772.rds","96cc5d7116c901ec1c210391f5dcb45e",FALSE,"0.7.4","R version 4.3.1 (2023-06-16)"
773,"prev_strata",6,300,0.65,0.2,50000,20300773,701.77,"block_0773.rds","c52d8114c0e574402f39723276c2bcf4",FALSE,"0.7.4","R version 4.3.1 (2023-06-16)"
774,"prev_strata",6,300,0.65,0.5,50000,20300774,702.016,"block_0774.rds","7196a44c08dd6d190cce3573636e932a",FALSE,"0.7.4","R version 4.3.1 (2023-06-16)"
775,"prev_strata",6,300,0.65,0.8,50000,20300775,700.186,"block_0775.rds","32f5ede7831e82ea4cf9d50e72a28371",FALSE,"0.7.4","R version 4.3.1 (2023-06-16)"
776,"prev_strata",6,300,0.65,0.95,50000,20300776,697.883,"block_0776.rds","29bb0767e69a40522370869b6d4a7489",FALSE,"0.7.4","R version 4.3.1 (2023-06-16)"
777,"prev_strata",6,300,0.75,0.05,50000,20300777,703.172,"block_0777.rds","b4d7d5cba9ff960178ff17b154b11f69",FALSE,"0.7.4","R version 4.3.1 (2023-06-16)"
