"block_id","program","k","N","q","prev","draws","seed","wall_secs","file","md5","demo","package_version","r_version"
661,"prev_strata",6,50,0.85,0.95,50000,20300661,718.278,"block_0661.rds","54341f23464e1083e0f39c19670c8cf1",FALSE,"0.7.4","R version 4.3.1 (2023-06-16)"
662,"prev_strata",6,50,0.92,0.05,50000,20300662,720.422,"block_0662.rds","3b94b6999461be439ccf44feb5d44f69",FALSE,"0.7.4","R version 4.3.1 (2023-06-16)"
663,"prev_strata",6,50,0.92,0.2,50000,20300663,721.007,"block_0663.rds","b07582d0ec41d8dba047f789d50dc233",FALSE,"0.7.4","R version 4.3.1 (2023-06-16)"
664,"prev_strata",6,50,0.92,0.5,50000,20300664,719.388,"block_0664.rds","883ad10856f24e4780b4c91ba9f8ec77",FALSE,"0.7.4","R version 4.3.1 (2023-06-16)"
665,"prev_strata",6,50,0.92,0.8,50000,20300665,720.149,"block_0665.rds","3e2d0b91cc329e797e05953a7b7cc6d7",FALSE,"0.7.4","R version 4.3.1 (2023-06-16)"
666,"prev_strata",6,50,0.92,0.95,50000,20300666,721.088,"block_0666.rds","15518893cb6db008dfe796c32057b08c",FALSE,"0.7.4","R version 4.3.1 (2023-06-16)"
667,"prev_strata",6,50,0.97,0.05,50000,20300667,718.65,"block_0667.rds","8c0603664386fede7c535d07913ed889",FALSE,"0.7.4","R version 4.3.1 (2023-06-16)"
668,"prev_strata",6,50,0.97,0.2,50000,20300668,718.381,"block_0668.rds","6b83c9629538ead4d420928fe7560b47",FALSE,"0.7.4","R version 4.3.1 (2023-06-16)"
669,"prev_strata",6,50,0.97,0.5,50000,20300669,718.689,"block_0669.rds","8004de23ae89d46479790a475025bf2c",FALSE,"0.7.4","R version 4.3.1 (2023-06-16)"
670,"prev_strata",6,50,0.97,0.8,50000,20300670,720.2,"block_0670.rds","ede165846d174d034e472adb7bba402d",FALSE,"0.7.4","R version 4.3.1 (2023-06-16)"
671,"prev_strata",6,50,0.97,0.95,50000,20300671,718.051,"block_0671.rds","ff42e467470ed432503f9ce9bba1dc33",FALSE,"0.7.4","R version 4.3.1 (2023-06-16)"
672,"prev_strata",6,75,0.65,0.05,50000,20300672,722.141,"block_0672.rds","986a4ddd770bf7df7fd3b86f6a3bf252",FALSE,"0.7.4","R version 4.3.1 (2023-06-16)"
673,"prev_strata",6,75,0.65,0.2,50000,20300673,718.773,"block_0673.rds","2b4eb6b77f9c24acfd24889594154353",FALSE,"0.7.4","R version 4.3.1 (2023-06-16)"
674,"prev_strata",6,75,0.65,0.5,50000,20300674,718.559,"block_0674.rds","84c11fee507ed84ec4346f6cdd2eb49c",FALSE,"0.7.4","R version 4.3.1 (2023-06-16)"
675,"prev_strata",6,75,0.65,0.8,50000,20300675,719.872,"block_0675.rds","86719bc68fa9a76e65824a0ba922e4af",FALSE,"0.7.4","R version 4.3.1 (2023-06-16)"
