"block_id","program","k","N","q","prev","draws","seed","wall_secs","file","md5","demo","package_version","r_version"
2127,"lattice_k",20,50,0.65,NA,50000,20302127,1003.369,"block_2127.rds","f69ba46ce1b6aed31c286b11047d4f8d",FALSE,"0.7.2","R version 4.5.2 (2025-10-31)"
2128,"lattice_k",20,50,0.75,NA,50000,20302128,1010.183,"block_2128.rds","ca778bc2c8a85c2c83072b175429f904",FALSE,"0.7.2","R version 4.5.2 (2025-10-31)"
2129,"lattice_k",20,50,0.85,NA,50000,20302129,1011.129,"block_2129.rds","427aaba0b78a3da97918156f87887807",FALSE,"0.7.2","R version 4.5.2 (2025-10-31)"
2130,"lattice_k",20,50,0.92,NA,50000,20302130,1016.398,"block_2130.rds","eb379b60725be1ff20324aca54282159",FALSE,"0.7.2","R version 4.5.2 (2025-10-31)"
2131,"lattice_k",20,50,0.97,NA,50000,20302131,1011.866,"block_2131.rds","de7072e7c71e8e891288d13c72ee62ae",FALSE,"0.7.2","R version 4.5.2 (2025-10-31)"
2132,"lattice_k",20,75,0.65,NA,50000,20302132,1024.184,"block_2132.rds","ea92352249bb3da5d83a157745498cb1",FALSE,"0.7.2","R version 4.5.2 (2025-10-31)"
2133,"lattice_k",20,75,0.75,NA,50000,20302133,1025.107,"block_2133.rds","7fe25fd115736fa80d4ef7839d8ea2a1",FALSE,"0.7.2","R version 4.5.2 (2025-10-31)"
2134,"lattice_k",20,75,0.85,NA,50000,20302134,1021.325,"block_2134.rds","c3d827be09496baae5f6602b16e4cf9c",FALSE,"0.7.2","R version 4.5.2 (2025-10-31)"
2135,"lattice_k",20,75,0.92,NA,50000,20302135,1016.018,"block_2135.rds","86359287bc566347b1f98a8f1dc10a22",FALSE,"0.7.2","R version 4.5.2 (2025-10-31)"
2136,"lattice_k",20,75,0.97,NA,50000,20302136,1022.134,"block_2136.rds","7543b01897f5fb56f01600f06c769485",FALSE,"0.7.2","R version 4.5.2 (2025-10-31)"
2137,"lattice_k",20,100,0.65,NA,50000,20302137,1025.047,"block_2137.rds","6677a27291f64eabb430ecdb99be1f03",FALSE,"0.7.2","R version 4.5.2 (2025-10-31)"
2138,"lattice_k",20,100,0.75,NA,50000,20302138,1032.229,"block_2138.rds","97385e2f9c28443481154f99aeb4e3f2",FALSE,"0.7.2","R version 4.5.2 (2025-10-31)"
2139,"lattice_k",20,100,0.85,NA,50000,20302139,1023.652,"block_2139.rds","a0a814d64421d6f41a154553161885ff",FALSE,"0.7.2","R version 4.5.2 (2025-10-31)"
2140,"lattice_k",20,100,0.92,NA,50000,20302140,1032.393,"block_2140.rds","d2bdd364c8b42e18baf14b98f9a44aab",FALSE,"0.7.2","R version 4.5.2 (2025-10-31)"
2141,"lattice_k",20,100,0.97,NA,50000,20302141,1029.115,"block_2141.rds","fa8861b7e0684df40ba75f32506b4038",FALSE,"0.7.2","R version 4.5.2 (2025-10-31)"
2142,"lattice_k",20,150,0.65,NA,50000,20302142,1077.961,"block_2142.rds","25ccbacb8e0488ad33ac9f2eef048945",FALSE,"0.7.2","R version 4.5.2 (2025-10-31)"
2143,"lattice_k",20,150,0.75,NA,50000,20302143,1051.251,"block_2143.rds","c7c5769563ec1c452ed5e92f3d88ad9a",FALSE,"0.7.2","R version 4.5.2 (2025-10-31)"
2144,"lattice_k",20,150,0.85,NA,50000,20302144,1086.046,"block_2144.rds","c4f94037365aedbc1dffd22e8414763a",FALSE,"0.7.2","R version 4.5.2 (2025-10-31)"
2145,"lattice_k",20,150,0.92,NA,50000,20302145,1089.925,"block_2145.rds","a5f5fc14505668f109393a3a3139c939",FALSE,"0.7.2","R version 4.5.2 (2025-10-31)"
2146,"lattice_k",20,150,0.97,NA,50000,20302146,1085.855,"block_2146.rds","7a7c7bc3de819910e11cd5cc1d2e360e",FALSE,"0.7.2","R version 4.5.2 (2025-10-31)"
2147,"lattice_k",20,200,0.65,NA,50000,20302147,1107.168,"block_2147.rds","f590dbdf4473ed4a87c915f0d98a1264",FALSE,"0.7.2","R version 4.5.2 (2025-10-31)"
2148,"lattice_k",20,200,0.75,NA,50000,20302148,1342.266,"block_2148.rds","c645e431838ae1e59cb2338644a59bd0",FALSE,"0.7.2","R version 4.5.2 (2025-10-31)"
2149,"lattice_k",20,200,0.85,NA,50000,20302149,1101.199,"block_2149.rds","8a23346e306fb79b293248db2d7b9c22",FALSE,"0.7.2","R version 4.5.2 (2025-10-31)"
2150,"lattice_k",20,200,0.92,NA,50000,20302150,1111.706,"block_2150.rds","85ae7ea66cb9ca2379a98dbd896eb2ac",FALSE,"0.7.2","R version 4.5.2 (2025-10-31)"
2151,"lattice_k",20,200,0.97,NA,50000,20302151,1356.2,"block_2151.rds","0ecb531d828018f45d2a0244906f3eb3",FALSE,"0.7.2","R version 4.5.2 (2025-10-31)"
2152,"lattice_k",20,300,0.65,NA,50000,20302152,1146.996,"block_2152.rds","8c61c62b6c32e211c42f6f119752579a",FALSE,"0.7.2","R version 4.5.2 (2025-10-31)"
