"block_id","program","k","N","q","prev","draws","seed","wall_secs","file","md5","demo","package_version","r_version"
726,"prev_strata",6,150,0.65,0.95,50000,20300726,687.251,"block_0726.rds","268d012bbf6ad16c8ac4d90709b54e17",FALSE,"0.7.4","R version 4.3.1 (2023-06-16)"
727,"prev_strata",6,150,0.75,0.05,50000,20300727,689.166,"block_0727.rds","0a1daeefae4409d8a07f10a4a35f099e",FALSE,"0.7.4","R version 4.3.1 (2023-06-16)"
728,"prev_strata",6,150,0.75,0.2,50000,20300728,684.229,"block_0728.rds","b45a53038c3baa89936bb6827e66fe8f",FALSE,"0.7.4","R version 4.3.1 (2023-06-16)"
729,"prev_strata",6,150,0.75,0.5,50000,20300729,688.933,"block_0729.rds","bc73ec4c0ac5a334e6b257160f1709f9",FALSE,"0.7.4","R version 4.3.1 (2023-06-16)"
730,"prev_strata",6,150,0.75,0.8,50000,20300730,687.544,"block_0730.rds","4cafcb56e48f76874a7f59c5915e86d5",FALSE,"0.7.4","R version 4.3.1 (2023-06-16)"
731,"prev_strata",6,150,0.75,0.95,50000,20300731,684.898,"block_0731.rds","7713ecbd78c4eb16a5e97bd2dd484da7",FALSE,"0.7.4","R version 4.3.1 (2023-06-16)"
732,"prev_strata",6,150,0.85,0.05,50000,20300732,689.033,"block_0732.rds","b74f788dedd2f7eca02e111ce9c465af",FALSE,"0.7.4","R version 4.3.1 (2023-06-16)"
733,"prev_strata",6,150,0.85,0.2,50000,20300733,685.468,"block_0733.rds","b5d82f6e890fe6c248edf6847896d012",FALSE,"0.7.4","R version 4.3.1 (2023-06-16)"
734,"prev_strata",6,150,0.85,0.5,50000,20300734,685.357,"block_0734.rds","f7353d2861949173a4d56e2e76a19478",FALSE,"0.7.4","R version 4.3.1 (2023-06-16)"
735,"prev_strata",6,150,0.85,0.8,50000,20300735,684.489,"block_0735.rds","4cb4e84f2dacfa8a938ba0b5d8791a03",FALSE,"0.7.4","R version 4.3.1 (2023-06-16)"
736,"prev_strata",6,150,0.85,0.95,50000,20300736,686.526,"block_0736.rds","4f1222a73d37027b29b18ec289b753c4",FALSE,"0.7.4","R version 4.3.1 (2023-06-16)"
737,"prev_strata",6,150,0.92,0.05,50000,20300737,685.154,"block_0737.rds","e5957f19a17e756bc12a8d6507f9c98d",FALSE,"0.7.4","R version 4.3.1 (2023-06-16)"
738,"prev_strata",6,150,0.92,0.2,50000,20300738,688.285,"block_0738.rds","94b7582142efe25a124d86db1750a1c4",FALSE,"0.7.4","R version 4.3.1 (2023-06-16)"
739,"prev_strata",6,150,0.92,0.5,50000,20300739,688.408,"block_0739.rds","30cbf19c89c649775491fae8e05218b1",FALSE,"0.7.4","R version 4.3.1 (2023-06-16)"
740,"prev_strata",6,150,0.92,0.8,50000,20300740,691.157,"block_0740.rds","949a48212f25f94b5d7bcaad2984a68a",FALSE,"0.7.4","R version 4.3.1 (2023-06-16)"
741,"prev_strata",6,150,0.92,0.95,50000,20300741,694.95,"block_0741.rds","508e8247e7250361b5af609e6063f621",FALSE,"0.7.4","R version 4.3.1 (2023-06-16)"
742,"prev_strata",6,150,0.97,0.05,50000,20300742,686.918,"block_0742.rds","4edaaee3059b0c02e1572907ec266251",FALSE,"0.7.4","R version 4.3.1 (2023-06-16)"
743,"prev_strata",6,150,0.97,0.2,50000,20300743,690.653,"block_0743.rds","4a313e6b5bc06b58ffa21624a5406a93",FALSE,"0.7.4","R version 4.3.1 (2023-06-16)"
744,"prev_strata",6,150,0.97,0.5,50000,20300744,690.204,"block_0744.rds","a35481fef203bd4157d6dc28d8065dcb",FALSE,"0.7.4","R version 4.3.1 (2023-06-16)"
745,"prev_strata",6,150,0.97,0.8,50000,20300745,687.596,"block_0745.rds","c41584eae784ef340ec095ed9da43ebc",FALSE,"0.7.4","R version 4.3.1 (2023-06-16)"
746,"prev_strata",6,150,0.97,0.95,50000,20300746,693.597,"block_0746.rds","4cd8e11ea7bb06d8ad9d5b6545db1bdf",FALSE,"0.7.4","R version 4.3.1 (2023-06-16)"
747,"prev_strata",6,200,0.65,0.05,50000,20300747,693.666,"block_0747.rds","f4a4ff362a616693d38077903e532f77",FALSE,"0.7.4","R version 4.3.1 (2023-06-16)"
748,"prev_strata",6,200,0.65,0.2,50000,20300748,693.902,"block_0748.rds","adfea815a9df22d8ebb1ac387c562737",FALSE,"0.7.4","R version 4.3.1 (2023-06-16)"
749,"prev_strata",6,200,0.65,0.5,50000,20300749,693.596,"block_0749.rds","d399f52f6a7730022cd7fc8b8cc6080c",FALSE,"0.7.4","R version 4.3.1 (2023-06-16)"
750,"prev_strata",6,200,0.65,0.8,50000,20300750,694.113,"block_0750.rds","d31620b44a15a0045186bbbec3ef14a3",FALSE,"0.7.4","R version 4.3.1 (2023-06-16)"
751,"prev_strata",6,200,0.65,0.95,50000,20300751,691.981,"block_0751.rds","3cdb3ee7b64b4f90d1a55521f1db40e2",FALSE,"0.7.4","R version 4.3.1 (2023-06-16)"
752,"prev_strata",6,200,0.75,0.05,50000,20300752,693.209,"block_0752.rds","30ad7006ad8003b01854bb3999cbbf98",FALSE,"0.7.4","R version 4.3.1 (2023-06-16)"
753,"prev_strata",6,200,0.75,0.2,50000,20300753,693.554,"block_0753.rds","fca72c037f0f9a1678a7f80e14843f27",FALSE,"0.7.4","R version 4.3.1 (2023-06-16)"
754,"prev_strata",6,200,0.75,0.5,50000,20300754,658.674,"block_0754.rds","8e36fb96ab4dc33e8bdd07ac44ca7df5",FALSE,"0.7.4","R version 4.3.1 (2023-06-16)"
755,"prev_strata",6,200,0.75,0.8,50000,20300755,659.992,"block_0755.rds","ac4ea306f609131c7e540ff8e6f54d5f",FALSE,"0.7.4","R version 4.3.1 (2023-06-16)"
756,"prev_strata",6,200,0.75,0.95,50000,20300756,656.757,"block_0756.rds","128e354408a0139089551db4d1fac35c",FALSE,"0.7.4","R version 4.3.1 (2023-06-16)"
757,"prev_strata",6,200,0.85,0.05,50000,20300757,658.313,"block_0757.rds","b8fddfa99561d43e96d1306a9cff26df",FALSE,"0.7.4","R version 4.3.1 (2023-06-16)"
758,"prev_strata",6,200,0.85,0.2,50000,20300758,658.619,"block_0758.rds","adda8ea6b50239a7ba858dbe86ac2004",FALSE,"0.7.4","R version 4.3.1 (2023-06-16)"
759,"prev_strata",6,200,0.85,0.5,50000,20300759,656.376,"block_0759.rds","1d4f8faad5c6a7ad17e17d1886e8e69c",FALSE,"0.7.4","R version 4.3.1 (2023-06-16)"
760,"prev_strata",6,200,0.85,0.8,50000,20300760,659.33,"block_0760.rds","6cf61e10c6c16f9fbe7555281fef92b6",FALSE,"0.7.4","R version 4.3.1 (2023-06-16)"
761,"prev_strata",6,200,0.85,0.95,50000,20300761,656.411,"block_0761.rds","9ec0272656241cd2319fccc40ddb92f1",FALSE,"0.7.4","R version 4.3.1 (2023-06-16)"
762,"prev_strata",6,200,0.92,0.05,50000,20300762,658.004,"block_0762.rds","16641ca8a0685dcb31165cd2fe736239",FALSE,"0.7.4","R version 4.3.1 (2023-06-16)"
