"block_id","program","k","N","q","prev","draws","seed","wall_secs","file","md5","demo","package_version","r_version"
34,"prev_strata",3,15,0.85,0.5,50000,20300034,2364.74,"block_0034.rds","c50bb0459b1ad15a36210140a5496c82",FALSE,"0.7.2","R version 4.5.2 (2025-10-31)"
35,"prev_strata",3,15,0.85,0.8,50000,20300035,2433.898,"block_0035.rds","265f75e973453ae53ce6231b014342a5",FALSE,"0.7.2","R version 4.5.2 (2025-10-31)"
36,"prev_strata",3,15,0.85,0.95,50000,20300036,2282.344,"block_0036.rds","cec2719b1a2648c044b68a5b543b677a",FALSE,"0.7.2","R version 4.5.2 (2025-10-31)"
