"block_id","program","k","N","q","prev","draws","seed","wall_secs","file","md5","demo","package_version","r_version"
696,"prev_strata",6,75,0.97,0.95,50000,20300696,705.309,"block_0696.rds","3287b1fb631cb08885d0dd1f76ce96fb",FALSE,"0.7.4","R version 4.3.1 (2023-06-16)"
697,"prev_strata",6,100,0.65,0.05,50000,20300697,707.735,"block_0697.rds","36b77d8ff0d8b3657d69ff09a264effc",FALSE,"0.7.4","R version 4.3.1 (2023-06-16)"
698,"prev_strata",6,100,0.65,0.2,50000,20300698,710.98,"block_0698.rds","fd66fab23843d8b8e0fe255c8526284f",FALSE,"0.7.4","R version 4.3.1 (2023-06-16)"
699,"prev_strata",6,100,0.65,0.5,50000,20300699,708.88,"block_0699.rds","6bd1b8b921fe98664a7390fd95940e06",FALSE,"0.7.4","R version 4.3.1 (2023-06-16)"
700,"prev_strata",6,100,0.65,0.8,50000,20300700,710.734,"block_0700.rds","2c04c37fb8311adc6f150394713e56fe",FALSE,"0.7.4","R version 4.3.1 (2023-06-16)"
701,"prev_strata",6,100,0.65,0.95,50000,20300701,709.982,"block_0701.rds","bfb0aeb8c9da306e13613d94f275d388",FALSE,"0.7.4","R version 4.3.1 (2023-06-16)"
702,"prev_strata",6,100,0.75,0.05,50000,20300702,706.815,"block_0702.rds","edcd8171415cea30af3433536494c385",FALSE,"0.7.4","R version 4.3.1 (2023-06-16)"
703,"prev_strata",6,100,0.75,0.2,50000,20300703,707.617,"block_0703.rds","bf2b612e38a1ff4f96d00c2c66577404",FALSE,"0.7.4","R version 4.3.1 (2023-06-16)"
704,"prev_strata",6,100,0.75,0.5,50000,20300704,710.805,"block_0704.rds","461fe00a21c1cb5ca2fe0731062137ef",FALSE,"0.7.4","R version 4.3.1 (2023-06-16)"
705,"prev_strata",6,100,0.75,0.8,50000,20300705,707.835,"block_0705.rds","b5ce62c0fe6cbb04ebf4e9b3c4742169",FALSE,"0.7.4","R version 4.3.1 (2023-06-16)"
706,"prev_strata",6,100,0.75,0.95,50000,20300706,709.02,"block_0706.rds","325cd2082f85c2b637ff30ad0c968ca6",FALSE,"0.7.4","R version 4.3.1 (2023-06-16)"
707,"prev_strata",6,100,0.85,0.05,50000,20300707,706.832,"block_0707.rds","a794d41aafe5967d8cc9e142b29f7bf0",FALSE,"0.7.4","R version 4.3.1 (2023-06-16)"
708,"prev_strata",6,100,0.85,0.2,50000,20300708,708.111,"block_0708.rds","578c3da5b5ec0e3cc6af988f856a8ed8",FALSE,"0.7.4","R version 4.3.1 (2023-06-16)"
709,"prev_strata",6,100,0.85,0.5,50000,20300709,711.036,"block_0709.rds","bf291ecf4e0eacf5e935085443bbda43",FALSE,"0.7.4","R version 4.3.1 (2023-06-16)"
710,"prev_strata",6,100,0.85,0.8,50000,20300710,707.863,"block_0710.rds","140e837b0148c7f8b00341d65b8fd99b",FALSE,"0.7.4","R version 4.3.1 (2023-06-16)"
711,"prev_strata",6,100,0.85,0.95,50000,20300711,718.531,"block_0711.rds","7c642c5b97de67d1853317b40f2a081d",FALSE,"0.7.4","R version 4.3.1 (2023-06-16)"
712,"prev_strata",6,100,0.92,0.05,50000,20300712,720.19,"block_0712.rds","db15b9b8addcbce8bfcef94760f77bbf",FALSE,"0.7.4","R version 4.3.1 (2023-06-16)"
713,"prev_strata",6,100,0.92,0.2,50000,20300713,723.096,"block_0713.rds","aa959c9885bc73fc53aac59014d87271",FALSE,"0.7.4","R version 4.3.1 (2023-06-16)"
714,"prev_strata",6,100,0.92,0.5,50000,20300714,720.044,"block_0714.rds","e30f837e60917fe1de6c898c3c9c0672",FALSE,"0.7.4","R version 4.3.1 (2023-06-16)"
715,"prev_strata",6,100,0.92,0.8,50000,20300715,722.661,"block_0715.rds","2dd7052a0d09a2b9df44dfcd8cf3b9f9",FALSE,"0.7.4","R version 4.3.1 (2023-06-16)"
716,"prev_strata",6,100,0.92,0.95,50000,20300716,722.04,"block_0716.rds","ef7e0afa8fdae0ee196bb0c6fb0fdaa7",FALSE,"0.7.4","R version 4.3.1 (2023-06-16)"
717,"prev_strata",6,100,0.97,0.05,50000,20300717,719.118,"block_0717.rds","543e7393c67d97af8fe4c06393f73fae",FALSE,"0.7.4","R version 4.3.1 (2023-06-16)"
718,"prev_strata",6,100,0.97,0.2,50000,20300718,719.576,"block_0718.rds","9af3a4ae86d122c70c3e6017d947113b",FALSE,"0.7.4","R version 4.3.1 (2023-06-16)"
719,"prev_strata",6,100,0.97,0.5,50000,20300719,721.15,"block_0719.rds","fd96eeadd507511e626fdf00480f6529",FALSE,"0.7.4","R version 4.3.1 (2023-06-16)"
720,"prev_strata",6,100,0.97,0.8,50000,20300720,720.52,"block_0720.rds","93997aa9e8c5f82a16765efac24a0575",FALSE,"0.7.4","R version 4.3.1 (2023-06-16)"
721,"prev_strata",6,100,0.97,0.95,50000,20300721,722.027,"block_0721.rds","351cc0789cceaf6c84b13886b14b40c2",FALSE,"0.7.4","R version 4.3.1 (2023-06-16)"
722,"prev_strata",6,150,0.65,0.05,50000,20300722,723.149,"block_0722.rds","2013ecb27a3181c92ed6e181a98adaaa",FALSE,"0.7.4","R version 4.3.1 (2023-06-16)"
723,"prev_strata",6,150,0.65,0.2,50000,20300723,724.066,"block_0723.rds","f41110adb4994647cabd9c28f35df654",FALSE,"0.7.4","R version 4.3.1 (2023-06-16)"
724,"prev_strata",6,150,0.65,0.5,50000,20300724,725.471,"block_0724.rds","6a48167ed398d36593e5b80e31dc36ff",FALSE,"0.7.4","R version 4.3.1 (2023-06-16)"
725,"prev_strata",6,150,0.65,0.8,50000,20300725,724.852,"block_0725.rds","775e92a61239b21290f4d8b4f2900262",FALSE,"0.7.4","R version 4.3.1 (2023-06-16)"
